Gene ID,Gene Name,SRR975564,SRR975565,SRR975566,SRR975569,SRR975570,SRR975571,SRR975597,SRR975598,SRR975599
ENSG00000264503,AP001180.3,0,0,0,0,0,0,0,0,0
ENSG00000264505,,0,0,0,0,0,0,0,0,0
ENSG00000264510,,0,0,0,0,0,0,0,0,0
ENSG00000264511,MIR3678,0,0,0,0,0,0,0,0,0
ENSG00000264512,MIR5692A2,0,0,0,0,0,0,0,0,0
ENSG00000264513,AC006270.1,0,0,0,0,0,1,0,0,1
ENSG00000264514,AP000915.1,0,0,0,0,0,0,0,0,0
ENSG00000264515,AC011474.1,0,0,0,0,0,1,0,0,0
ENSG00000264517,,0,0,0,0,0,0,0,0,0
ENSG00000264518,,0,0,0,0,0,0,0,0,0
ENSG00000264519,RN7SL596P,0,0,0,0,0,0,0,0,0
ENSG00000264520,AC005154.4,1,5,0,1,1,2,1,2,5
ENSG00000264522,OTUD7B,715,556,404,1480,605,1218,742,874,310
ENSG00000264525,MIR4778,0,0,0,0,0,0,0,0,0
ENSG00000264526,,0,0,0,0,0,0,0,0,0
ENSG00000264527,,0,0,0,0,0,0,0,0,0
ENSG00000264529,AC006270.2,0,0,0,0,0,1,0,0,0
ENSG00000264530,RN7SL25P,0,0,0,0,0,0,0,0,0
ENSG00000264534,MIR378B,0,0,0,0,0,0,0,0,0
ENSG00000264535,,0,0,1,0,0,0,1,0,1
ENSG00000264536,MIR5706,0,0,0,0,0,0,0,0,0
ENSG00000264538,SUZ12P1,70,86,119,127,52,141,118,114,44
ENSG00000264539,MIR548AR,0,0,0,0,0,0,0,1,0
ENSG00000264540,RN7SL405P,1,0,0,1,0,2,1,0,3
ENSG00000264542,,0,0,0,0,0,0,0,0,0
ENSG00000264543,,0,0,0,0,0,0,0,0,0
ENSG00000264544,,0,0,0,0,0,0,0,0,0
ENSG00000264545,AL359922.1,0,0,0,0,0,0,0,0,0
ENSG00000264546,AC008026.3,0,0,0,0,0,1,0,0,0
ENSG00000264548,AC132872.2,1,2,2,2,0,5,2,3,4
ENSG00000264549,SNORD95,0,0,0,0,0,0,0,0,0
ENSG00000264551,,0,0,0,0,0,0,0,0,0
ENSG00000264552,,0,0,0,0,0,0,0,0,0
ENSG00000264553,MIR4257,0,0,0,0,0,5,0,0,0
ENSG00000264554,RN7SL793P,0,0,0,0,0,0,0,0,0
ENSG00000264555,,0,0,0,0,0,0,0,0,0
ENSG00000264556,,0,0,0,0,0,0,0,0,0
ENSG00000264557,,0,0,0,0,0,0,0,0,0
ENSG00000264558,AC015674.1,0,0,0,0,0,0,0,0,0
ENSG00000264559,MIR3162,0,0,0,0,0,0,0,0,0
ENSG00000264560,,0,0,0,0,0,0,0,0,0
ENSG00000264562,AC138761.1,0,0,0,0,0,0,0,0,0
ENSG00000264563,MIR4633,0,0,0,0,0,0,0,0,0
ENSG00000264564,AC090897.1,0,0,0,0,0,0,0,0,0
ENSG00000264566,MIR23C,0,0,0,0,0,0,2,0,0
ENSG00000264569,AC137723.1,1,2,0,2,0,0,3,3,9
ENSG00000264570,SNX19P3,2,1,0,3,0,4,0,0,0
ENSG00000264571,MIR4529,0,0,0,0,0,0,0,0,0
ENSG00000264572,MIR4296,0,0,0,0,1,0,0,0,0
ENSG00000264573,RN7SL15P,2,0,0,0,0,3,1,1,0
ENSG00000264574,MIR1254-2,0,0,0,0,0,0,0,0,0
ENSG00000264575,LINC00526,10,76,36,114,40,119,39,76,13
ENSG00000264576,,0,0,0,0,0,0,0,0,0
ENSG00000264577,AC010761.1,24,4,22,21,4,23,20,16,19
ENSG00000264578,AC009630.3,0,0,0,0,0,0,0,0,0
ENSG00000264579,,0,0,0,0,0,0,0,0,0
ENSG00000264580,MIR5692B,0,0,0,0,0,0,0,0,0
ENSG00000264582,RN7SL326P,0,0,0,0,0,0,0,0,0
ENSG00000264583,MIR4487,0,0,0,0,0,0,0,0,0
ENSG00000264585,MIR4449,0,0,0,0,0,0,0,0,0
ENSG00000264587,AC117569.1,0,0,0,0,0,0,0,0,0
ENSG00000264589,MAPT-AS1,0,0,0,0,0,2,0,0,0
ENSG00000264591,,0,0,0,0,0,0,0,0,0
ENSG00000264592,RN7SL131P,0,0,0,0,0,0,0,0,0
ENSG00000264594,,0,0,0,0,0,0,0,0,0
ENSG00000264595,AC103808.2,0,0,0,0,0,0,0,0,0
ENSG00000264596,AP000897.1,0,0,0,0,0,0,0,0,0
ENSG00000264598,AC003687.1,0,0,0,0,0,0,0,0,0
ENSG00000264599,,0,0,1,1,0,1,0,0,0
ENSG00000264602,,0,0,0,0,0,0,0,0,0
ENSG00000264603,MIR3159,0,0,0,0,0,0,0,0,0
ENSG00000264604,,0,0,12,1,1,1,0,1,3
ENSG00000264607,MIR3173,0,0,0,0,0,0,0,0,0
ENSG00000264608,AC005726.3,4,6,6,11,3,8,4,2,3
ENSG00000264609,,0,0,0,0,0,0,0,0,0
ENSG00000264610,MIR4685,1,0,0,1,1,0,1,1,0
ENSG00000264613,RN7SL290P,0,0,0,0,0,0,0,0,0
ENSG00000264614,MIR5588,0,0,0,0,0,0,0,0,0
ENSG00000264615,RN7SL592P,0,0,0,0,0,1,0,0,0
ENSG00000264616,MIR4755,0,0,0,0,0,2,0,0,0
ENSG00000264617,AC233702.4,0,0,0,0,0,0,0,0,0
ENSG00000264618,RN7SL732P,0,1,0,0,0,0,0,0,0
ENSG00000264619,,0,0,0,0,0,0,0,0,0
ENSG00000264620,,1,0,0,0,0,0,0,0,0
ENSG00000264621,MIR5591,0,0,0,0,0,0,0,0,0
ENSG00000264622,AC022903.1,0,0,0,0,0,0,0,0,0
ENSG00000264623,MIR4796,0,0,0,1,0,0,0,0,0
ENSG00000264624,,0,0,0,0,0,0,0,0,0
ENSG00000264629,,0,0,0,2,1,2,0,0,0
ENSG00000264630,PRKCA-AS1,0,1,0,1,0,1,0,0,0
ENSG00000264633,MIR4271,0,0,0,0,0,0,0,0,0
ENSG00000264634,AC100844.1,0,0,0,0,0,0,0,0,0
ENSG00000264635,AP001020.2,1,3,2,5,1,5,1,0,1
ENSG00000264637,,0,0,0,0,0,0,0,0,0
ENSG00000264638,MIR3152,0,0,0,0,0,0,0,0,0
ENSG00000264640,,0,0,0,0,0,0,0,0,0
ENSG00000264641,,0,0,0,0,0,0,0,0,0
ENSG00000264642,,0,0,0,0,0,0,0,0,0
ENSG00000264643,AC024614.1,0,0,0,0,0,0,0,0,0
ENSG00000264644,KRT18P8,0,0,0,0,0,0,0,0,0
ENSG00000264645,,0,0,0,0,0,0,0,0,0
ENSG00000264646,,0,0,0,0,0,0,0,0,0
ENSG00000264647,AC104564.4,0,0,0,0,0,0,1,2,1
ENSG00000264652,,0,0,0,0,0,0,0,0,0
ENSG00000264653,MIR5194,0,0,0,0,0,1,0,0,0
ENSG00000264655,PPIAP54,0,0,0,2,0,0,0,0,0
ENSG00000264657,MIR3171,0,0,0,0,0,0,0,0,0
ENSG00000264658,MIR4798,0,0,0,0,0,0,0,0,0
ENSG00000264659,AC064805.2,0,1,0,1,0,0,0,0,0
ENSG00000264660,AC107926.1,1,1,0,0,0,0,0,0,0
ENSG00000264661,MIR3200,0,0,0,0,0,0,0,0,0
ENSG00000264662,AC126365.2,0,0,0,0,0,0,0,0,0
ENSG00000264663,KRT8P34,0,0,0,0,0,0,0,0,0
ENSG00000264666,AC020558.1,0,0,0,1,0,0,1,3,0
ENSG00000264667,,0,0,0,0,0,0,0,0,3
ENSG00000264668,AC138696.1,1,0,0,0,0,0,0,0,1
ENSG00000264669,,0,0,0,0,0,0,0,0,0
ENSG00000264671,,0,0,1,0,0,0,0,0,0
ENSG00000264672,SEPT4-AS1,3,14,4,0,3,7,1,1,3
ENSG00000264673,AC098850.1,0,0,0,1,0,1,0,0,0
ENSG00000264675,MIR4285,0,0,0,0,0,0,0,0,0
ENSG00000264676,RN7SL204P,0,0,0,0,0,0,0,0,0
ENSG00000264677,,0,0,0,0,0,0,0,0,0
ENSG00000264678,MIR3140,0,0,0,0,0,0,0,0,0
ENSG00000264679,,0,0,0,0,0,0,0,0,0
ENSG00000264684,MIR4773-1,0,0,0,0,0,0,0,0,0
ENSG00000264685,PRPF19P1,0,0,0,0,0,0,0,0,0
ENSG00000264686,,0,0,0,0,0,0,0,0,0
ENSG00000264687,,0,0,0,0,0,0,0,0,0
ENSG00000264688,,0,0,0,0,0,0,0,0,0
ENSG00000264689,AC015688.2,0,0,0,0,0,0,0,0,0
ENSG00000264692,,0,0,0,0,0,0,0,0,0
ENSG00000264693,AC123786.1,0,0,0,0,0,0,0,0,0
ENSG00000264695,AC007922.1,1,0,0,0,0,0,0,0,0
ENSG00000264696,,0,0,0,0,0,0,0,1,0
ENSG00000264697,AC067819.1,0,0,0,0,0,0,0,0,0
ENSG00000264698,MIR4255,0,0,0,0,0,0,0,0,0
ENSG00000264699,LINC01912,0,0,0,0,0,0,0,0,0
ENSG00000264701,AC018521.4,0,1,1,0,1,1,0,0,0
ENSG00000264702,,0,0,0,0,0,0,0,0,0
ENSG00000264703,MIR4752,0,0,0,0,0,0,0,0,0
ENSG00000264704,,0,0,0,0,0,0,0,0,0
ENSG00000264705,AC090337.1,0,0,1,1,0,1,0,0,1
ENSG00000264706,RN7SL217P,0,0,0,0,0,0,0,0,0
ENSG00000264707,L3MBTL4-AS1,2,2,5,3,1,6,4,2,3
ENSG00000264711,,0,0,0,0,0,0,1,0,0
ENSG00000264712,MIR4504,0,1,0,0,0,0,0,0,0
ENSG00000264713,,0,0,0,0,0,0,0,0,0
ENSG00000264714,KIAA0895LP1,0,0,0,0,1,0,0,0,0
ENSG00000264715,,0,0,0,0,0,0,0,0,0
ENSG00000264717,NPY4R2,0,7,0,85,25,18,12,3,1
ENSG00000264718,,0,0,0,0,0,0,0,0,0
ENSG00000264720,MIR3117,0,0,0,0,0,0,0,0,0
ENSG00000264721,,0,0,0,0,0,0,0,1,0
ENSG00000264722,MIR3670-2,0,0,0,0,0,0,0,0,0
ENSG00000264724,,0,0,0,0,0,0,0,0,0
ENSG00000264725,MIR3129,0,0,0,0,0,0,0,0,0
ENSG00000264726,,0,0,0,0,0,0,0,0,0
ENSG00000264727,AC005725.1,0,2,2,1,0,0,50,5,1
ENSG00000264729,AC022596.1,0,0,0,0,0,0,0,0,0
ENSG00000264730,,0,0,0,0,0,0,0,0,0
ENSG00000264732,MIR4638,0,0,0,0,0,0,0,0,0
ENSG00000264733,MIR4718,0,0,0,0,0,0,0,0,0
ENSG00000264734,AC069061.2,0,0,1,0,0,0,0,0,0
ENSG00000264735,AC145207.7,0,0,0,0,0,0,0,0,0
ENSG00000264736,BDP1P,0,0,0,0,0,0,0,0,0
ENSG00000264737,MIR4511,0,0,0,0,0,0,0,0,0
ENSG00000264739,AC093484.2,1,0,0,0,0,2,0,1,0
ENSG00000264740,,0,0,0,0,0,0,0,0,0
ENSG00000264741,MIR4505,0,0,0,0,0,0,0,1,0
ENSG00000264742,,0,0,0,0,0,0,0,0,0
ENSG00000264743,DPRXP4,1,1,1,0,0,3,2,3,2
ENSG00000264744,MIR3689C,0,0,0,0,0,0,0,0,0
ENSG00000264745,TTC39C-AS1,0,3,1,0,0,2,3,0,1
ENSG00000264746,,0,0,0,0,0,0,0,0,0
ENSG00000264747,MIR3924,0,0,0,0,0,0,0,0,0
ENSG00000264748,,0,0,0,0,0,0,0,0,0
ENSG00000264749,,0,0,0,0,0,0,0,0,0
ENSG00000264750,AC032019.1,0,0,0,0,0,0,0,0,0
ENSG00000264753,,0,0,0,0,0,0,0,0,0
ENSG00000264754,AC110921.1,0,0,0,0,0,0,0,0,0
ENSG00000264755,MIR3131,17,44,5,12,2,15,37,64,23
ENSG00000264757,MIR3198-1,0,0,0,0,0,0,0,0,0
ENSG00000264759,,0,0,0,0,0,0,0,0,0
ENSG00000264760,MIR3141,0,0,0,0,0,0,0,0,0
ENSG00000264763,MIR4295,0,0,0,0,0,0,0,0,0
ENSG00000264764,MIR4772,0,0,0,0,0,0,0,0,0
ENSG00000264765,AC098850.2,0,0,0,0,0,0,0,0,0
ENSG00000264766,,0,0,0,0,0,0,0,0,0
ENSG00000264767,RN7SL237P,0,0,0,0,0,0,0,0,0
ENSG00000264768,,0,0,0,0,0,0,0,0,0
ENSG00000264769,AC145207.8,3,10,2,1,0,9,11,13,29
ENSG00000264770,,0,0,0,0,0,0,0,0,0
ENSG00000264771,,0,0,0,0,0,0,0,0,0
ENSG00000264772,AC016876.2,17,18,12,11,5,19,25,25,8
ENSG00000264773,MIR4420,1,0,1,1,0,1,2,0,0
ENSG00000264775,PPIAP14,0,0,1,0,0,0,0,0,0
ENSG00000264777,,0,0,0,0,0,0,0,0,0
ENSG00000264778,,0,0,0,0,0,0,0,0,0
ENSG00000264779,,0,0,0,0,0,0,0,0,0
ENSG00000264780,,0,0,0,0,0,0,0,0,0
ENSG00000264781,MIR4537,0,0,0,3,0,15,2,0,1
ENSG00000264785,AC005722.3,0,1,0,1,0,1,1,0,0
ENSG00000264788,MIR3148,0,0,0,0,0,0,0,0,0
ENSG00000264789,,0,0,0,0,0,0,0,0,0
ENSG00000264790,AC021382.1,0,0,0,0,0,0,0,0,0
ENSG00000264791,AC004147.3,0,0,0,0,0,0,0,0,0
ENSG00000264792,MIR4637,0,0,0,0,0,0,0,0,0
ENSG00000264793,MIR4771-1,0,0,0,0,0,0,0,0,0
ENSG00000264794,,0,0,0,0,0,0,0,0,0
ENSG00000264796,MIR5009,0,0,0,0,0,0,0,0,0
ENSG00000264797,,0,0,0,0,0,0,0,0,0
ENSG00000264799,,0,0,0,0,0,1,0,0,0
ENSG00000264800,MIR4294,0,0,0,0,0,0,0,0,0
ENSG00000264801,ERVFRD-3,1,0,0,0,0,2,1,0,0
ENSG00000264802,MIR5191,0,0,0,0,0,0,0,0,0
ENSG00000264803,MIR378C,0,0,0,0,0,0,0,0,0
ENSG00000264804,,0,0,0,0,0,0,0,0,0
ENSG00000264807,,0,0,0,0,0,0,0,0,0
ENSG00000264808,AC068025.1,1,8,2,4,0,1,5,13,0
ENSG00000264809,RF00017,0,0,1,0,0,0,0,0,0
ENSG00000264810,MIR4441,0,0,0,0,0,0,0,0,0
ENSG00000264811,AC138761.2,0,0,0,0,0,0,0,0,0
ENSG00000264812,AC132938.2,1,1,1,0,0,3,1,0,2
ENSG00000264813,AC113554.1,0,3,1,0,0,1,0,3,1
ENSG00000264814,MIR1273C,0,1,0,0,0,0,0,0,0
ENSG00000264817,,0,0,0,0,0,0,0,0,0
ENSG00000264818,,0,0,0,0,0,0,0,0,0
ENSG00000264819,,1,0,0,0,0,0,0,0,0
ENSG00000264822,,0,0,0,0,0,0,0,0,0
ENSG00000264823,MIR3154,0,0,0,0,0,0,0,0,0
ENSG00000264824,MIR5571,0,0,0,0,0,0,0,0,0
ENSG00000264825,AC091588.2,0,1,0,0,0,0,0,0,1
ENSG00000264829,AC087749.2,0,0,0,0,0,0,0,0,0
ENSG00000264830,,0,0,0,0,0,0,0,0,0
ENSG00000264831,,0,0,0,0,0,1,0,1,0
ENSG00000264833,RN7SL468P,0,0,0,0,0,0,0,0,0
ENSG00000264834,MIR1273F,0,0,0,0,0,0,0,0,0
ENSG00000264836,,0,0,0,0,0,0,0,0,0
ENSG00000264837,VN1R71P,0,0,0,0,0,0,0,0,0
ENSG00000264838,,0,0,0,0,0,0,0,0,0
ENSG00000264839,,0,0,0,0,0,0,0,0,0
ENSG00000264840,RN7SL404P,0,0,0,0,0,0,0,0,0
ENSG00000264841,,0,0,0,0,0,0,0,0,0
ENSG00000264843,AP001180.4,0,0,0,0,0,0,0,0,0
ENSG00000264844,,0,0,0,0,0,0,0,0,0
ENSG00000264845,AC119868.1,0,0,0,0,0,0,0,0,0
ENSG00000264846,,0,0,0,0,0,0,0,0,0
ENSG00000264847,,0,0,0,0,0,0,0,0,0
ENSG00000264849,,0,0,0,0,0,0,0,0,0
ENSG00000264850,MIR4310,0,0,0,0,0,0,0,0,0
ENSG00000264853,AC011933.2,0,2,0,1,0,3,2,0,0
ENSG00000264855,,0,0,0,0,0,0,0,0,0
ENSG00000264857,MIR5696,0,0,0,0,0,1,0,0,0
ENSG00000264859,DSG2-AS1,12,7,6,28,4,21,21,8,9
ENSG00000264860,AC097641.1,0,1,0,4,1,1,0,0,2
ENSG00000264861,,0,0,0,0,0,0,0,0,0
ENSG00000264862,RN7SL45P,0,0,0,1,0,0,0,0,0
ENSG00000264864,MIR3613,0,0,1,0,0,0,0,1,1
ENSG00000264866,,0,0,0,0,0,0,0,0,0
ENSG00000264869,AC068112.1,0,0,0,0,0,0,0,0,0
ENSG00000264871,,0,0,0,0,0,0,0,0,0
ENSG00000264873,,0,0,0,0,0,0,0,0,0
ENSG00000264874,AC087499.6,0,0,0,0,0,0,0,0,0
ENSG00000264875,,0,0,0,0,0,0,0,0,0
ENSG00000264876,AP005209.1,0,2,0,0,0,0,0,0,0
ENSG00000264877,,0,0,0,0,0,0,0,0,2
ENSG00000264878,,0,1,1,1,0,1,3,3,1
ENSG00000264879,RN7SL690P,0,1,0,0,0,0,0,1,0
ENSG00000264880,AP005901.2,0,1,0,0,0,0,0,0,0
ENSG00000264881,MIR1273D,0,0,0,0,0,0,0,0,0
ENSG00000264884,,0,0,0,0,0,0,0,0,0
ENSG00000264885,AC026271.3,3,13,11,21,12,27,13,9,4
ENSG00000264887,,0,0,0,0,0,0,0,0,0
ENSG00000264888,,0,0,0,0,0,0,0,0,0
ENSG00000264890,,0,0,0,0,0,0,0,0,0
ENSG00000264891,,0,0,0,0,0,0,0,0,0
ENSG00000264892,NOS2P4,0,0,0,0,0,0,0,0,0
ENSG00000264893,,0,0,0,0,0,0,0,0,0
ENSG00000264894,,0,0,0,0,0,0,0,0,0
ENSG00000264895,AC006141.1,0,0,0,0,0,1,1,0,0
ENSG00000264896,,0,0,0,0,0,0,0,0,0
ENSG00000264897,MIR3921,0,0,0,0,0,0,0,0,0
ENSG00000264899,,0,0,0,0,0,0,0,0,0
ENSG00000264900,,0,0,0,0,0,0,0,0,0
ENSG00000264901,MIR3616,0,0,0,0,0,0,0,0,0
ENSG00000264902,MIR5701-3,0,0,0,0,0,0,0,0,0
ENSG00000264905,,0,0,0,0,0,0,0,0,0
ENSG00000264906,MIR4494,0,0,0,0,0,0,0,0,0
ENSG00000264907,PRELID3BP3,0,0,0,0,0,0,0,0,0
ENSG00000264908,,0,2,0,3,0,3,2,1,0
ENSG00000264909,,0,0,0,0,0,0,0,0,0
ENSG00000264910,RN7SL525P,0,1,2,2,0,0,0,1,1
ENSG00000264911,AC022069.1,0,0,0,0,0,0,0,0,0
ENSG00000264913,,0,0,0,0,0,0,0,0,0
ENSG00000264914,AC015845.1,0,0,0,1,0,0,0,0,0
ENSG00000264915,,0,0,0,0,0,0,0,0,0
ENSG00000264916,RN7SL230P,0,0,0,0,0,0,0,0,0
ENSG00000264918,,11,9,7,14,6,9,8,14,4
ENSG00000264919,,0,0,0,0,0,0,0,0,0
ENSG00000264920,AC018521.5,29,42,28,36,46,49,43,38,18
ENSG00000264921,,0,0,0,0,0,0,0,0,0
ENSG00000264922,MIR4540,0,0,0,0,0,0,0,0,0
ENSG00000264924,AC090772.1,0,0,2,0,0,2,1,0,1
ENSG00000264925,,0,0,0,0,0,0,0,0,0
ENSG00000264926,MIR378F,0,0,0,0,0,0,0,0,0
ENSG00000264927,,0,0,0,0,0,0,0,0,0
ENSG00000264928,,0,0,0,0,0,0,0,0,0
ENSG00000264930,AC131055.1,0,0,0,0,0,0,0,0,0
ENSG00000264931,MIR3138,0,0,0,0,0,0,1,0,0
ENSG00000264932,AC115989.1,0,0,0,2,0,3,0,0,0
ENSG00000264933,RN7SL190P,0,0,0,0,0,0,0,0,0
ENSG00000264934,MIR4265,0,0,0,0,0,0,0,0,0
ENSG00000264935,,0,0,0,0,0,0,0,0,0
ENSG00000264937,AC100830.2,0,5,0,0,3,1,0,0,0
ENSG00000264940,SNORD3C,0,0,0,0,0,0,0,0,0
ENSG00000264941,MIR4474,0,0,0,0,0,0,0,0,1
ENSG00000264943,SH3GL1P2,0,1,1,0,2,3,3,1,0
ENSG00000264944,,0,0,0,0,0,0,0,0,0
ENSG00000264947,MIR3181,0,0,0,1,0,0,0,0,0
ENSG00000264950,,0,0,0,0,0,0,0,0,1
ENSG00000264951,,0,0,0,0,0,0,0,0,0
ENSG00000264952,,0,0,0,0,0,1,0,3,1
ENSG00000264953,,0,0,0,0,0,0,0,0,0
ENSG00000264954,PRR29-AS1,0,0,1,1,0,1,0,0,1
ENSG00000264955,,0,0,0,0,0,0,0,0,0
ENSG00000264956,AC138761.3,0,0,0,0,0,0,0,0,0
ENSG00000264957,,0,0,0,0,0,0,0,0,0
ENSG00000264958,ALOX12P1,0,0,2,1,0,0,0,0,1
ENSG00000264960,,0,0,0,0,0,0,0,0,0
ENSG00000264961,MIR4730,0,1,0,0,0,0,0,0,0
ENSG00000264962,,0,0,0,0,0,0,0,0,0
ENSG00000264963,RN7SL440P,1,2,0,2,1,2,0,0,2
ENSG00000264964,AP001033.1,5,1,1,8,5,2,1,5,0
ENSG00000264965,,0,0,0,0,0,0,0,0,0
ENSG00000264966,MIR5094,0,1,0,2,0,2,0,0,0
ENSG00000264968,AC090844.2,0,5,2,3,0,3,3,3,4
ENSG00000264969,,0,0,0,0,0,0,0,0,0
ENSG00000264970,AC131274.3,0,0,0,0,0,0,0,0,0
ENSG00000264971,PRR13P4,0,0,0,0,0,0,0,0,0
ENSG00000264972,,0,0,0,0,0,0,0,0,0
ENSG00000264974,MIR4789,0,0,0,0,0,0,1,0,0
ENSG00000264975,MIR4431,0,0,0,0,0,0,0,0,0
ENSG00000264976,,0,0,0,0,0,0,0,0,0
ENSG00000264978,RN7SL630P,0,0,0,0,0,0,0,0,0
ENSG00000264979,MIR4436B1,0,0,0,0,0,0,0,0,0
ENSG00000264981,AC015818.5,0,0,0,0,0,0,0,0,0
ENSG00000264982,AC015563.2,0,0,0,0,0,0,0,0,0
ENSG00000264984,MIR5691,0,0,0,0,0,0,0,0,0
ENSG00000264985,AC124804.1,0,0,0,0,0,0,0,0,0
ENSG00000264986,MIR5092,0,1,0,0,0,0,0,0,0
ENSG00000264990,AC005549.1,0,0,0,0,0,0,0,0,0
ENSG00000264991,,0,2,2,0,0,4,1,1,1
ENSG00000264994,SNORD92,0,0,0,0,0,0,1,1,0
ENSG00000264997,RF00157,0,0,0,0,0,0,0,0,0
ENSG00000264998,,0,0,0,0,0,0,0,0,0
ENSG00000264999,MIR5089,0,0,0,0,0,0,0,0,0
ENSG00000265000,AC068512.1,0,0,0,0,0,0,0,0,0
ENSG00000265002,,0,0,0,0,0,0,0,0,0
ENSG00000265003,MIR4780,0,0,0,0,0,0,0,0,0
ENSG00000265005,MIR548W,0,0,0,0,0,0,0,0,0
ENSG00000265007,MIR4327,0,0,0,0,0,0,0,0,0
ENSG00000265008,AC011825.4,0,2,0,0,1,0,1,1,0
ENSG00000265009,,0,0,0,0,0,0,0,0,0
ENSG00000265010,AC087301.1,0,0,0,1,0,1,1,0,2
ENSG00000265012,,0,0,0,0,0,0,0,0,0
ENSG00000265013,,0,0,0,0,0,0,0,0,0
ENSG00000265014,MIR3160-1,0,0,0,0,0,0,0,0,0
ENSG00000265015,AP005901.3,0,0,0,0,0,0,0,0,0
ENSG00000265017,,0,0,0,0,0,0,0,0,0
ENSG00000265018,AGAP12P,4,12,4,10,2,14,24,5,18
ENSG00000265019,NCOR1P2,0,0,0,0,0,0,0,0,0
ENSG00000265020,,0,0,0,0,0,0,0,0,0
ENSG00000265023,,0,0,0,0,0,0,0,0,0
ENSG00000265024,,0,0,0,0,0,0,0,0,0
ENSG00000265028,MIR4792,0,0,0,0,0,0,0,0,0
ENSG00000265029,,0,0,0,0,0,0,0,0,0
ENSG00000265031,MIR1273E,0,0,0,0,0,0,0,0,0
ENSG00000265032,,0,0,0,0,0,0,0,0,0
ENSG00000265033,RN7SL262P,0,3,1,4,0,0,0,2,1
ENSG00000265035,,0,0,0,0,0,0,0,0,0
ENSG00000265037,,0,0,0,0,0,0,0,0,0
ENSG00000265038,PMM2P1,0,0,0,0,0,0,0,0,0
ENSG00000265039,,0,0,0,0,0,0,0,0,0
ENSG00000265041,AC015688.3,0,0,0,0,0,0,0,0,0
ENSG00000265042,,0,0,0,0,0,0,0,0,0
ENSG00000265043,AC068418.2,0,0,0,1,2,3,0,1,1
ENSG00000265046,AC004253.2,0,1,0,0,0,0,0,0,0
ENSG00000265047,,0,0,0,0,0,0,0,0,0
ENSG00000265048,,0,0,0,0,0,0,0,0,0
ENSG00000265049,,0,0,0,0,0,0,0,0,0
ENSG00000265050,,0,0,0,0,0,0,0,0,0
ENSG00000265052,RN7SL622P,0,0,0,0,0,0,0,0,0
ENSG00000265054,,0,0,0,0,0,0,0,0,0
ENSG00000265055,AC145343.1,0,6,1,3,2,4,3,3,3
ENSG00000265056,MIR548S,0,0,0,0,0,0,0,0,0
ENSG00000265057,MIR4765,0,0,0,0,0,0,0,0,0
ENSG00000265059,,0,0,0,0,0,0,0,0,0
ENSG00000265060,PPY2P,0,0,2,0,0,0,0,0,0
ENSG00000265061,MIR4419B,0,0,0,0,0,0,0,0,0
ENSG00000265062,,0,0,0,0,0,0,0,0,0
ENSG00000265063,,0,0,0,0,0,0,0,0,0
ENSG00000265064,MIR4692,0,1,0,0,0,1,0,0,0
ENSG00000265068,,0,1,0,0,0,1,0,0,0
ENSG00000265069,AP002409.1,0,0,0,3,1,0,0,0,0
ENSG00000265070,,0,0,0,0,0,0,0,0,0
ENSG00000265071,,0,0,0,0,0,0,0,0,0
ENSG00000265072,,0,0,0,0,0,0,0,0,0
ENSG00000265073,AC010761.2,0,0,0,0,0,0,0,0,1
ENSG00000265074,,0,0,0,0,0,0,0,0,0
ENSG00000265075,MIR3622B,0,0,0,0,0,0,0,0,0
ENSG00000265076,,0,0,0,0,0,0,0,0,0
ENSG00000265078,RN7SL664P,0,0,0,0,0,0,0,0,1
ENSG00000265080,,0,0,0,0,0,0,0,0,0
ENSG00000265082,,0,0,0,0,0,0,0,0,0
ENSG00000265083,MIR3691,0,0,0,0,0,0,0,1,0
ENSG00000265084,,0,0,0,0,0,0,0,0,0
ENSG00000265085,,0,0,0,0,0,0,0,0,0
ENSG00000265086,,0,0,0,0,0,0,0,0,0
ENSG00000265087,,0,0,0,0,0,0,0,0,0
ENSG00000265089,MIR4655,0,0,0,0,0,0,0,0,0
ENSG00000265090,,0,0,0,0,0,0,0,0,0
ENSG00000265091,AP001496.2,0,1,0,0,3,3,0,1,0
ENSG00000265092,MIR4484,0,0,0,0,0,0,0,0,0
ENSG00000265093,RN7SL246P,0,0,0,0,0,3,0,0,0
ENSG00000265094,AC007922.2,0,0,0,1,0,1,0,0,1
ENSG00000265095,FTLP12,0,1,2,1,2,1,0,0,0
ENSG00000265096,C1QTNF1-AS1,5,28,2,31,20,7,4,5,8
ENSG00000265097,RBM22P1,0,0,0,0,0,0,0,0,0
ENSG00000265098,MIR4510,0,0,0,0,0,0,0,0,0
ENSG00000265099,AC090774.1,0,0,0,0,0,0,0,0,1
ENSG00000265100,AC005332.1,0,5,1,2,2,5,2,2,6
ENSG00000265101,AC091027.1,0,0,0,0,0,0,0,0,0
ENSG00000265102,MIR3942,1,1,1,2,0,2,0,1,0
ENSG00000265105,,0,0,0,0,0,0,0,0,0
ENSG00000265106,,0,0,0,0,0,0,0,0,0
ENSG00000265107,GJA5,168,185,203,124,43,404,47,56,113
ENSG00000265108,,0,0,0,0,0,0,0,0,0
ENSG00000265109,,0,0,0,0,0,0,0,0,0
ENSG00000265110,MIR4731,0,0,0,0,0,0,0,0,0
ENSG00000265112,MIR3153,2,1,2,0,0,1,2,2,0
